Name,Location,Locality,City,Cuisine,Rating,Votes,Cost,Unique_ID,Image_Path
Sorrentina by Foodhall,"Santacruz West, Bandra", Bandra,Mumbai,"Italian,  Seafood",4.6,34,2500,888aa93b-290f-44e6-897e-76a5896a5e34,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/888aa93b-290f-44e6-897e-76a5896a5e34.png
Lotus Cafe,"JW Marriott Hotel,Juhu, Andheri West", Andheri West,Mumbai,"North Indian,  Italian,  Continental",4.6,171,3500,35826ecc-a51b-4d5e-99c3-cc57a8c29cfe,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/35826ecc-a51b-4d5e-99c3-cc57a8c29cfe.png
PizzAah! District,"Goregaon West, North Western", North Western,Mumbai,"Italian,  Pizza",3.9,23,600,e6a6f9b9-9d50-4712-9a71-ac606f380632,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/e6a6f9b9-9d50-4712-9a71-ac606f380632.png
Fable,"Ashiyana Apartment,Juhu, Andheri West", Andheri West,Mumbai,"Italian,  Continental,  American,  Fast Food",4.4,314,1800,37f55a88-cdf0-408d-913e-d9adcb18fc66,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/37f55a88-cdf0-408d-913e-d9adcb18fc66.png
Bhukkad Junction,"Rainbow Tower,Airoli, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese",4.2,12,600,7026855f-2d07-460e-9f08-de17e7c7480c,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/7026855f-2d07-460e-9f08-de17e7c7480c.png
Miniya - Turk,"Crescent Royale,Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Italian,  Turkish",4.5,152,2500,5aa87632-ff74-4d47-b8ce-4c2b4a789682,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/5aa87632-ff74-4d47-b8ce-4c2b4a789682.png
Tsubaki,"Satra Plaza,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese",4.4,6,1200,2e13642e-b9b7-4228-962f-3e8f4022831e,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/2e13642e-b9b7-4228-962f-3e8f4022831e.png
One Too Many,"The Regenza by Tunga,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Mexican,  Seafood,  Fast Food",4.4,93,1800,afeb7f22-9e5d-444e-838e-b79be1e44f8c,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/afeb7f22-9e5d-444e-838e-b79be1e44f8c.png
Live It Up,"Satra Plaza,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  Italian,  Continental,  Mexican,  Oriental ",4,61,1000,08bd135b-b6d1-4946-b531-316f98c889a5,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/08bd135b-b6d1-4946-b531-316f98c889a5.png
Urban Street Cafe,"Bhavya Plaza,Khar West, Bandra", Bandra,Mumbai,"Fast Food,  North Indian,  Italian,  Asian",4.3,35,600,f2ac21f3-504e-46f1-bb54-837fedd5e696,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/f2ac21f3-504e-46f1-bb54-837fedd5e696.png
Chin Chin Chu,"Navratan Apartment,Juhu, Andheri West", Andheri West,Mumbai,"Multi-Cuisine,  Chinese,  Thai,  Japanese,  Seafood,  Asian,  Health Food,  Cantonese",4.6,69,2500,a7854b3c-9b82-42be-b0ff-683286cad7c1,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/a7854b3c-9b82-42be-b0ff-683286cad7c1.png
Cafe Istaa,"Sion, Central Suburbs", Central Suburbs,Mumbai,"Fast Food,  Italian,  Desserts",4.5,48,500,f576a06c-7958-4a70-a92a-a57c24493eb6,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/f576a06c-7958-4a70-a92a-a57c24493eb6.png
Yazu - Pan Asian Supper Club,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Multi-Cuisine,  Chinese,  Thai,  Japanese,  Asian,  Korean",4.5,169,2000,d2abf9b6-19aa-4c4d-9c2c-e3d5d9e09e9f,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/d2abf9b6-19aa-4c4d-9c2c-e3d5d9e09e9f.png
Vedge,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Mexican,  Asian",4.2,941,1500,4a4bc847-6079-4777-99b6-7fb3609c9155,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/4a4bc847-6079-4777-99b6-7fb3609c9155.png
Silver Beach Cafe,"Jaldarshan Building,Juhu, Andheri West", Andheri West,Mumbai,"Continental,  Italian",4.4,102,2000,471ace26-98e6-4b10-80c4-2607f8013fba,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/471ace26-98e6-4b10-80c4-2607f8013fba.png
Roar,"Satra Plaza,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Finger Food,  Italian,  Continental,  Asian",3.9,117,1500,b200a137-13a6-4826-ac4e-541866427dee,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/b200a137-13a6-4826-ac4e-541866427dee.png
Pastovilla,"DN Nagar, Andheri West", Andheri West,Mumbai,"North Indian,  Italian,  Continental,  Mexican",3.9,128,1000,79703e5e-70bf-4f77-a321-cfd875f670f5,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/79703e5e-70bf-4f77-a321-cfd875f670f5.png
Cheelizza,"Juhu, Andheri West", Andheri West,Mumbai,"Pizza,  Italian,  Fast Food",4.6,107,600,a5ab630e-3bd0-41cc-8ea2-3e0b8a98b1d0,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/a5ab630e-3bd0-41cc-8ea2-3e0b8a98b1d0.png
Independence Brewing Company,"Boolani Estate Owners Premises CHS,Near Andheri West Station, Andheri West", Andheri West,Mumbai,"North Indian,  Chinese,  Finger Food,  Pizza",4.5,202,2000,f10e2506-3f55-4be8-9e59-6d3a200b8056,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/f10e2506-3f55-4be8-9e59-6d3a200b8056.png
The Mint Leaf Kitchen & Bar,"Airoli, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.1,298,1200,1c3e64b9-1da6-467e-91a3-99503d3f01f2,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/1c3e64b9-1da6-467e-91a3-99503d3f01f2.png
Asian Kitchen,"Four Points By Sheraton Hotel,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Japanese,  Oriental ",4,186,3000,17f2af5a-a7d1-4d88-8d57-7d72fc01e62c,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/17f2af5a-a7d1-4d88-8d57-7d72fc01e62c.png
Kaala Chashma,"Hotel Dhiraj,Thane West, Thane", Thane,Mumbai,"North Indian,  Chinese,  Italian",4.3,139,1800,e365fcf0-c3be-4e89-917c-faa9f534bdb0,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/e365fcf0-c3be-4e89-917c-faa9f534bdb0.png
Sindhful,"Khar West, Bandra", Bandra,Mumbai,"Sindhi,  North Indian,  Chinese",4.2,3,800,1bd5409f-cb7e-4df1-bcbd-59cbda7709c9,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/1bd5409f-cb7e-4df1-bcbd-59cbda7709c9.png
Melting Pot,"Juhu Residency Boutique Hotel,Juhu, Andheri West", Andheri West,Mumbai,"North Indian,  Chinese,  Seafood,  Oriental ",4.4,225,1800,42026339-e891-4bce-848c-6117e9997f55,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/42026339-e891-4bce-848c-6117e9997f55.png
Maharaja Bhog,"Juhu, Andheri West", Andheri West,Mumbai,"Gujarati,  North Indian,  Rajasthani",4.3,141,1200,e15c7d15-f4bb-4c47-bee4-8f97f8b77466,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/e15c7d15-f4bb-4c47-bee4-8f97f8b77466.png
Ten One,"Juhu Residency Boutique Hotel,Juhu, Andheri West", Andheri West,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Continental,  South Indian,  Gujarati",4.3,181,900,7e583374-4a14-473f-b30a-aff302e1b78f,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/7e583374-4a14-473f-b30a-aff302e1b78f.png
1 BHK - Brew House Kitchen,"Oshiwara, North Western", North Western,Mumbai,"North Indian,  Italian,  European,  Parsi",4.4,202,2000,0070181a-c28c-4f55-9c37-6ad308c76b5d,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/0070181a-c28c-4f55-9c37-6ad308c76b5d.png
Khao Piyo,"Khar West, Bandra", Bandra,Mumbai,"Italian,  Continental,  North Indian",4.3,65,1200,1ebd20ef-876a-44b6-affe-ab461ef6ca82,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/1ebd20ef-876a-44b6-affe-ab461ef6ca82.png
Bombay Baking Company,"JW Marriott Hotel,Juhu, Andheri West", Andheri West,Mumbai,"Bakery and Confectionary,  Coffee",4.4,44,1500,21e813eb-e838-4c4c-bbb8-837e46ced90c,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/21e813eb-e838-4c4c-bbb8-837e46ced90c.png
Royal Oak Brewery,"Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.2,136,1800,3d685c65-41be-4e91-9082-00bd3cfe2b44,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/3d685c65-41be-4e91-9082-00bd3cfe2b44.png
The BlueBop Cafe,"Khar West, Bandra", Bandra,Mumbai,"Italian,  American",4.2,52,2600,75c79fd3-c23d-4bb2-93bb-d59c1744aaec,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/75c79fd3-c23d-4bb2-93bb-d59c1744aaec.png
Navratree,"Airoli, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  South Indian",3.9,110,800,e91830e0-d8f3-4b0d-b0c3-95283638fe58,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/e91830e0-d8f3-4b0d-b0c3-95283638fe58.png
Carnivore,"Rainbow Tower,Airoli, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese",3.5,10,600,2ef93f86-7817-4bec-b612-db7f3fd3aa9a,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/2ef93f86-7817-4bec-b612-db7f3fd3aa9a.png
The Terrace,"Hotel Kings International,Juhu, Andheri West", Andheri West,Mumbai,"North Indian,  Continental",4.3,152,1500,f5c828da-1e8c-48c6-853d-dc5e6342da2b,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/f5c828da-1e8c-48c6-853d-dc5e6342da2b.png
Soul,"Hotel Oriental Residency,Khar West, Bandra", Bandra,Mumbai,"North Indian,  Chinese,  Fast Food",4.4,101,1500,e5d2f216-80a1-4c2a-aefc-d2fec7a716a5,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/e5d2f216-80a1-4c2a-aefc-d2fec7a716a5.png
The Oasis,"Country Inn and Suites by Radisson,Ghansoli, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  Seafood,  Mughlai",4.1,8,2500,7e60dd2e-0d20-4311-8009-495a42e4637e,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/7e60dd2e-0d20-4311-8009-495a42e4637e.png
Loco Loca,"The Empresa Hotel,Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Mediterranean,  North Indian,  Spanish",4.3,158,1200,e7d1526d-0097-4e92-8889-19cdedfe7daf,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/e7d1526d-0097-4e92-8889-19cdedfe7daf.png
Burn by KLS Fine Dine,"Veera Desai, Andheri West", Andheri West,Mumbai,"North Indian,  Chinese",4,1,1400,5f51b0ef-b133-46cd-a6cd-4d60eebf73eb,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/5f51b0ef-b133-46cd-a6cd-4d60eebf73eb.png
Krave - The Multi Cuisine,"Goregaon West, North Western", North Western,Mumbai,"North Indian,  Chinese,  Fast Food",4.5,59,1200,74ca189f-02e5-4067-a3be-deac2cd752ac,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/74ca189f-02e5-4067-a3be-deac2cd752ac.png
All Elements,"Khar West, Bandra", Bandra,Mumbai,"Fast Food,  Finger Food,  Desserts",4.2,37,1400,fa86240a-4cb0-49ee-8304-cdb757a9598b,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/fa86240a-4cb0-49ee-8304-cdb757a9598b.png
Sammy Sosa,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Mexican,  Italian,  Continental,  Asian",4.6,530,1600,d9e4eab3-233f-40e0-b79c-f09cd23bd207,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/d9e4eab3-233f-40e0-b79c-f09cd23bd207.png
Global Buffet,"Svenska Design Hotel,Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Continental,  South Indian,  Asian",4,203,2200,d93fed6b-8e1f-4c30-a005-466d9a330853,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/d93fed6b-8e1f-4c30-a005-466d9a330853.png
JLWA,"Veera Desai, Andheri West", Andheri West,Mumbai,"European,  Pizza",3.7,21,2100,cc8e14f7-927b-4e3a-8c1b-b31699599519,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/cc8e14f7-927b-4e3a-8c1b-b31699599519.png
Moni's,"Thane West, Thane", Thane,Mumbai,"North Indian,  Chinese,  Seafood,  Mughlai",4.4,58,1500,2b5d5b0b-d609-4346-a920-6906c60c27f0,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/2b5d5b0b-d609-4346-a920-6906c60c27f0.png
Pepper Fry by Kamats,"Thane West, Thane", Thane,Mumbai,"North Indian,  Continental,  Chinese",4.2,143,1200,904c8160-fa66-4c58-a5e5-462843e58350,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/904c8160-fa66-4c58-a5e5-462843e58350.png
Kale & Kaffe,"Laxmi Plaza,Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Continental,  Health Food,  Desserts",4.2,10,1200,b98b1f45-0faa-4966-9923-5b4ecb8b6beb,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/b98b1f45-0faa-4966-9923-5b4ecb8b6beb.png
Quarter Flip,"Kenilworth Shopping Arcade,Bandra West, Bandra", Bandra,Mumbai,"North Indian,  Continental,  Seafood",3.6,33,1200,f8c47bab-e871-4ede-9794-248e102e5570,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/f8c47bab-e871-4ede-9794-248e102e5570.png
Once Upon A Dine,"Khar West, Bandra", Bandra,Mumbai,"Health Food,  Italian,  European",4.3,49,1000,1a2205dc-6cbc-4ce8-8743-d37d35cfbe31,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/1a2205dc-6cbc-4ce8-8743-d37d35cfbe31.png
Ministry of Crab,"Khar West, Bandra", Bandra,Mumbai,Seafood,4,6,3000,33228877-ef50-486f-8169-1618e3f09e70,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/33228877-ef50-486f-8169-1618e3f09e70.png
Drunken Barrel SPORTS BAR,"Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Continental,  North Indian,  Finger Food",3.7,46,1000,329adca5-822b-4690-bec2-b55557909fe7,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/329adca5-822b-4690-bec2-b55557909fe7.png
Poco Loco,"Khar West, Bandra", Bandra,Mumbai,"Continental,  Mexican,  Health Food",4.2,78,1900,861fbdf9-705d-4c99-8e70-c30d93835950,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/861fbdf9-705d-4c99-8e70-c30d93835950.png
Golden Monk,"Andheri Lokhandwala, Andheri West", Andheri West,Mumbai,"Chinese,  Thai,  Seafood",4,7,1500,401cf329-5e3f-4296-8e90-d36f222fe84f,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/401cf329-5e3f-4296-8e90-d36f222fe84f.png
Shakey Wakey,"Oshiwara, North Western", North Western,Mumbai,"Juice,  Shakes,  Fast Food",4.7,30,300,a66cb99a-f236-4dac-831a-46368432762f,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/a66cb99a-f236-4dac-831a-46368432762f.png
Arbab,"Bandra West, Bandra", Bandra,Mumbai,"Lebanese,  Arabian",4,33,900,3a3ab166-d901-45ed-a0bd-884b6f9dba9e,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/3a3ab166-d901-45ed-a0bd-884b6f9dba9e.png
The Daily All Day,"Suburbia Mall,Bandra West, Bandra", Bandra,Mumbai,"Multi-Cuisine,  Italian,  Continental,  Mediterranean,  European,  Asian",4.5,69,2000,225595e6-9804-44b4-a52a-7784503e65ff,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/225595e6-9804-44b4-a52a-7784503e65ff.png
Suruchi Bhog,"Airoli, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  Seafood",4.2,3,800,b0875b78-cd2e-4138-888f-2dc85980bd34,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/b0875b78-cd2e-4138-888f-2dc85980bd34.png
Hangla's,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Fast Food,  North Indian",5,1,500,f1b79f24-d9b5-41d9-9512-e7be35afc2ce,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/f1b79f24-d9b5-41d9-9512-e7be35afc2ce.png
Heng Bok,"Suburbia Mall,Bandra West, Bandra", Bandra,Mumbai,"Korean,  Seafood",4.5,32,2500,935880fc-6ed7-4ce4-95a0-aa80bf32e077,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/935880fc-6ed7-4ce4-95a0-aa80bf32e077.png
Coffee By Di Bella Exclusive,"Naupada, Thane", Thane,Mumbai,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",4.2,133,700,90a5d8f8-a687-4d63-ac00-49aa16911105,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/90a5d8f8-a687-4d63-ac00-49aa16911105.png
Atrangii House Sky Lounge,"Sanpada, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese",4.6,75,2000,d4e7bc16-7904-47c2-be5a-ccabfdf3792c,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/d4e7bc16-7904-47c2-be5a-ccabfdf3792c.png
Pishu's,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Juice,  Shakes,  Fast Food,  Health Food",4,2,600,2154fcd0-8f9a-444a-9f87-f269be7d0a72,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/2154fcd0-8f9a-444a-9f87-f269be7d0a72.png
Mitron,"Crystal Shoppers Paradise,Bandra West, Bandra", Bandra,Mumbai,"North Indian,  Japanese,  Continental,  Seafood,  Sushi",3.9,109,2000,aa989cbc-7ee8-4136-a3ff-a66e8de33c4e,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/aa989cbc-7ee8-4136-a3ff-a66e8de33c4e.png
Jade Raven Multicuisine Restaurant and Bar,"Ravi Industries,Thane West, Thane", Thane,Mumbai,"North Indian,  Chinese,  Seafood,  Mughlai",4.3,161,1500,6f15b09c-f3d6-4fe5-8a54-9557b4a9e2aa,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/6f15b09c-f3d6-4fe5-8a54-9557b4a9e2aa.png
Bombay Coffee House,"Neelkamal Building,Bandra West, Bandra", Bandra,Mumbai,"American,  Fast Food,  Coffee",4.3,61,900,6d4dc8f3-2a0c-4b75-bb38-890874e5272e,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/6d4dc8f3-2a0c-4b75-bb38-890874e5272e.png
Roll Me Crazy,"Bandra West, Bandra", Bandra,Mumbai,"Continental,  Fast Food",4.7,4,800,80412912-6996-4f11-b8a0-25d33e75a78e,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/80412912-6996-4f11-b8a0-25d33e75a78e.png
99 Pancakes,"Silver Croft Building,Bandra West, Bandra", Bandra,Mumbai,"Bakery and Confectionary,  Desserts,  Fast Food,  Shakes",5,1,500,9d63fe85-e376-4a17-936b-68491d36c5b7,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/9d63fe85-e376-4a17-936b-68491d36c5b7.png
Hakkasan,"Krystal Building,Bandra West, Bandra", Bandra,Mumbai,"Chinese,  Seafood,  Cantonese",4.5,311,2500,d8cef438-ef8d-4031-af17-f52a36212a9f,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/d8cef438-ef8d-4031-af17-f52a36212a9f.png
Punjabi Rasoi,"Hari Niwas,Bandra West, Bandra", Bandra,Mumbai,"North Indian,  Chinese,  Mughlai",4,1,600,e3fd3a2e-d8b6-4275-83f9-b1c9c2d69bfd,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/e3fd3a2e-d8b6-4275-83f9-b1c9c2d69bfd.png
Silver Spoon,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"North Indian,  Chinese",3,3,600,df37f476-f7c5-444b-a84c-88b165b44913,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/df37f476-f7c5-444b-a84c-88b165b44913.png
Sazio Fine Dine,"Moraj Palm Paradise,Sanpada, Navi Mumbai", Navi Mumbai,Mumbai,"Italian,  Chinese,  Continental",4.6,6,1500,662295cd-be9a-4f5e-8002-00660a5d73f7,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/662295cd-be9a-4f5e-8002-00660a5d73f7.png
Lucky Restaurant,"Goregaon East, North Western", North Western,Mumbai,"North Indian,  Mughlai,  Chinese",3.9,10,500,1aff1c14-d3dd-4fbf-a7c1-c77197340df2,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/1aff1c14-d3dd-4fbf-a7c1-c77197340df2.png
Nom Nom,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Japanese,  Asian,  Oriental ",4.4,102,2000,fab4aae2-d866-4091-a85a-cf47400c2095,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/fab4aae2-d866-4091-a85a-cf47400c2095.png
Wanton House,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"North Indian,  Asian,  Seafood,  Fast Food",4.1,4,900,fd2f5b67-8813-4d73-91b8-2cca67e77154,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/fd2f5b67-8813-4d73-91b8-2cca67e77154.png
Mesa Bistro,"Svenska Design Hotel,Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Seafood,  Oriental ",3.5,16,2000,6cc9480d-ff02-4453-b870-447c62dab922,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/6cc9480d-ff02-4453-b870-447c62dab922.png
Cafe Waffles Coffee & More,"Versova, Andheri West", Andheri West,Mumbai,"Desserts,  Coffee,  Drinks",4.4,4,300,72d16577-e35d-4939-bfa3-3f3ce7011b16,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/72d16577-e35d-4939-bfa3-3f3ce7011b16.png
Sai Shraddha Veg Treat,"Shanti Cottage,Thane West, Thane", Thane,Mumbai,"North Indian,  Chinese,  South Indian,  Fast Food",3.9,9,800,bfbb2b43-79b5-44ac-bb09-c842945c081b,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/bfbb2b43-79b5-44ac-bb09-c842945c081b.png
Dhamaka Cafe & Lounge Bar,"Bandra West, Bandra", Bandra,Mumbai,"Italian,  Continental,  Chinese,  Mughlai",4,1,1500,20ba0866-9415-452a-8416-d39246b9b42e,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/20ba0866-9415-452a-8416-d39246b9b42e.png
The Calcutta Club,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Bengali,  North Indian,  Seafood",4,38,1000,07e6ddbe-b4b2-41a5-9c97-97d597c60123,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/07e6ddbe-b4b2-41a5-9c97-97d597c60123.png
The Atrangii House,"Airoli, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  Mughlai",4.4,5,2000,9d7c5763-fb95-439c-8fc6-2fe5fab04deb,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/9d7c5763-fb95-439c-8fc6-2fe5fab04deb.png
Kissa Stories Over Food,"Andheri Lokhandwala, Andheri West", Andheri West,Mumbai,"Italian,  Continental,  Mediterranean,  Asian",4.3,12,1500,ce312102-93c3-426d-970d-45c4ad152be3,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/ce312102-93c3-426d-970d-45c4ad152be3.png
Gustoso,"Jharna Apartments,Khar West, Bandra", Bandra,Mumbai,"Italian,  Pizza",4.4,217,2500,79cdf6d0-f8af-4861-8926-bce7febc334f,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/79cdf6d0-f8af-4861-8926-bce7febc334f.png
Jamjar Diner,"Gazebo House,Bandra West, Bandra", Bandra,Mumbai,"Multi-Cuisine,  Italian,  Mexican,  American,  Health Food",4.4,202,1500,ebb34d48-2351-46d2-a7f6-4878f2c5d74c,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/ebb34d48-2351-46d2-a7f6-4878f2c5d74c.png
Dinshaw's Xpress Cafe,"Oshiwara, North Western", North Western,Mumbai,"Ice Cream,  Italian,  Continental,  Parsi,  Desserts",4.5,30,1500,1fd70904-164f-49b4-9470-97f5c1b30463,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/1fd70904-164f-49b4-9470-97f5c1b30463.png
Ottoman Cafe,"Andheri Lokhandwala, Andheri West", Andheri West,Mumbai,"North Indian,  Chinese,  Continental,  Mughlai",3,21,1000,761f0ff2-ce59-46ef-9d1a-66751d0c7516,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/761f0ff2-ce59-46ef-9d1a-66751d0c7516.png
Kill No Kalorie,"Kulkarni CHS Building,Thane West, Thane", Thane,Mumbai,"Multi-Cuisine,  Italian,  Continental,  Mexican",5,7,900,b06f8f65-0901-43bf-9f73-23fc6c835d7e,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/b06f8f65-0901-43bf-9f73-23fc6c835d7e.png
